股票代码,页码,标题,时间
300006,2,为什么连续亏损好几年都没退市呢,04-03 06:32
300006,2,换手百分之三十几，历史天量，这不知主力想要干啥大事？,04-03 02:39
300006,2,这票全机构量化都不来吗？,04-03 04:33
300006,2,越是业绩亏损的票越有炒作预期，所以炒股不能简单觉得业绩好就会大涨，题材和概念才是,04-03 05:47
300006,2,全做亏损票，价值何在？,04-03 05:33
300006,2,看龙虎榜就知道，机构是对倒拉升，具体到什么高度，纯看机构心情，可能真的会涨上天去,04-03 05:24
300006,2,机构票就是这样，天天就不封涨停，封了也磨磨唧唧，我在赛微电子里面就是这样的,04-03 05:22
300006,2,5.20-520,04-03 11:08
300006,2,本来早上冲高涨停板6.52元又打开下跌，我一发看好金帖立刻从6.16元V形反转向,04-03 05:15
300006,2,$莱美药业(SZ300006)$,04-02 06:01
300006,2,、重点关注两只：重庆板块的低价药企。,04-03 04:59
300006,2,14：44差点炸板，还好加封单守住了,04-03 02:50
300006,2,我猜最后一小时还得炸,04-03 02:07
300006,2,津药清仓了，四个板的板，北大清了，下周有机会再接回来，莱美高位上车，主力大哥加油,04-03 04:09
300006,2,无语了，550走了，虽是止赢离场，还是很痛,04-03 12:28
300006,2,该跑了，莱美药业。,04-03 02:11
300006,2,我只知道，星辉20cm已经走出了4连板！你也是股权转让的，你还是创新药今天唯一的,04-03 03:45
300006,2,熬了半年，终于要开始了！,04-03 03:29
300006,2,子弹都打没了，周一就得集合竞价出了，否则抓不住好板！,04-03 03:25
300006,2,逆势涨停，太强了。,04-03 03:17
300006,2,总算在兵器谱上排名第一了,04-03 01:29
300006,2,赚了点，跑了，留下发财。,04-03 09:40
300006,2,$莱美药业(SZ300006)$,04-03 02:50
300006,2,好好表现不错，就是给我炸板炸出去了,04-03 03:06
300006,2,被套5年，亏1万5全卖了，最多亏28万。,04-03 01:40
300006,2,治肿瘤像治感冒一样！？,04-03 02:53
300006,2,（肿瘤疫苗海外数据突破映射）：受海外巨头相关信使核糖核酸黑色素瘤疫苗前沿数据利好,04-03 02:13
300006,2,吉贝尔688566：目标价68元！盘小绩优！创新药申报！业绩快报1.3元！业绩持,04-03 02:49
300006,2,不封板就是诱多出货，下周一直接大面，家人们快跑吧,04-03 10:22
300006,2,这个肯定要涨停了，可惜我昨天二选一买的凯普生物，选对板块，选错股，真的是亏惨了,04-03 10:03
300006,2,尾盘货都出完啦厉害,04-03 02:46
300006,2,昨天选出的，可惜看着业绩差，买了另外一个业绩好的。可想而知,04-03 01:43
300006,2,下周涨停股票；300404概念:免疫治疗、CXO概念、幽门菌、肝炎概念、创新药、,04-03 02:33
300006,2,主要受创新药板块整体走强带动，直接催化剂是美国癌症研究协会（AACR）年会将于4,04-03 02:07
300006,2,史上最惨，没有之一，昨天还再想进,04-03 02:01
300006,2,药包抛了，过来买你。加油，十一点前封板,04-03 10:19
300006,2,卖早了吗？,04-03 01:58
300006,2,这是找到了买家了吗！今天这么猛！,04-03 01:40
300006,2,我上午说了几遍了吧，医药20cm的情绪龙头，诞生了！节后还有二连板。,04-03 01:24
300006,2,卖缩量的四个20，你是创新药低价启动，看好你有妖股味道，美美带我回口血吧，祝主力,04-03 01:25
300006,2,涨板卖了一点,04-03 01:37
300006,2,被大盘吓跑了,04-03 09:43
300006,2,别忘了，你也是股权转让！星辉20CM4连板，已经给你打了样了，猛干，不要怂！！,04-03 10:21
300006,2,昨天追的康芝药业，被套了，今天想进莱美药业，又怕被套,04-03 10:01
300006,2,周末出个利好，下周连板,04-03 01:29
300006,2,半仓搞入，完美！半仓津药药业和重药控股，漂亮。,04-03 01:25
300006,2,老特愚人节胡话都来了，借机高低切应该已进程过半。金油吸引眼球，高估资产震荡变现，,04-02 10:40
300006,2,打到14应该补一点的,04-03 01:22
300006,2,下周还有50个点赚,04-03 01:19
300006,2,炒小炒差。。。,04-03 01:20
300006,2,好股都拿不住,04-03 01:20
300006,2,挂单和买卖点又没按技术要点执行，气死我了。严格纪律，严格执行！,04-03 12:31
300006,2,一举突破四年高点，4月份的医药就是三月份的电力，向12迈进！！,04-03 01:19
300006,2,清明行情雨纷纷太难了,04-03 01:19
300006,2,感谢资本，雄起，完美涨停,04-03 01:18
300006,2,走了，保利润，大盘太差，估计要破均线，留下的发财,04-03 11:28
300006,2,今天是明显分化了，津药光杠司令，后排严重掉队。缺梯队，但退潮还早。,04-03 12:37
300006,2,该封板了,04-03 01:06
300006,2,【散人火箭】莱美药业分时火箭，13:03涨跌幅15.65%，大家来研究一下？,04-03 01:03
300006,2,涨停板卖出的，等回调方,04-03 01:01
300006,2,你今天不封涨停，我就在20日线附近等你，今天进的得祈祷它涨停，否则很大可能周一就,04-03 10:14
300006,2,创新药概念局部走强 莱美药业涨超17%,04-03 10:16
300006,2,今天又卖早了，晕倒,04-03 12:28
300006,2,今天进半仓有搞头就格局，没搞头就割肉胜的几率80%以上,04-03 12:17
300006,2,今天给主力拉一个板过一会又炸板今天就是冰拉冰跌出货了,04-03 12:14
300006,2,莱美药业成交额创上市以来新高,04-03 11:49
300006,2,这波看到多少大老们。给个指标我配合你们,04-03 11:15
300006,2,还是那句话，前期质疑这票的人，应该能够明白我说它量能的一番苦心哈！,04-03 09:43
300006,2,这种下周要吗连版要么大面，但是这个位置主力不可能就走的,04-03 11:42
300006,2,拉高出货，套人了,04-03 11:35
300006,2,不是炫耀，只是想分享一下心情。祝大家和我一样，越来越好。,04-03 11:40
300006,2,这是在召唤韭菜呢,04-03 11:30
300006,2,还买割锤子都是韭菜追节后又是跌,04-03 11:28
300006,2,还会涨，月线突破了,04-03 11:15
300006,2,昨天就反思要不要进医药，看了双鹭、亚太、莱美，但对双鹭的形态不太喜欢，对另两支觉,04-03 11:03
300007,1,$汉威科技(SZ300007)$,04-04 07:05
300007,1,这个股票啥情况，亏30个点了，今年还有希望回本吗,04-02 10:00
300007,1,汉威科技:关于为控股子公司开展业务提供担保的公告,04-03 04:11
300007,1,买一成，跌10%再买一成,04-03 10:08
300007,1,汉威科技:第七届董事会第三次会议决议公告,04-03 04:09
300007,1,地量了已经，，这是都在散户手里套着，还是主力大哥拿着,04-03 02:45
300007,1,怂A,04-03 03:54
300007,1,到底了,04-03 08:15
300007,1,什么意思？横盘8天了，以为站稳了，昨天加仓，你就又选择向下，为什么不前天选择向下,04-03 10:18
300007,1,$汉威科技(SZ300007)$,04-03 02:56
300007,1,缺德公司,04-03 02:36
300007,1,没人买了,04-03 02:04
300007,1,我猜这股是最准的，每天缩量阴跌，但是我现在有点害怕了，因为我看到了南都电源，别到,04-03 01:38
300007,1,不相信汉威的，走就行了，不用瞎得得，又不是不让你卖，也没人摁着让你买，相信汉威的,04-03 01:10
300007,1,今天还算好的没跌太猛,04-03 12:57
300007,1,打死都要管住手恐怖，管住手，今天继续暴跌，清明收假后再关注，可能复制上一年清明收,04-03 10:33
300007,1,汉威科技你是遭了了么？,04-03 10:17
300007,1,跟特斯拉一起暴跌,04-03 09:54
300007,1,彻底沦为杂毛股了。。。,04-03 09:51
300007,1,汉威科技：融资净偿还965.67万元，融资余额8.61亿元,04-03 08:59
300007,1,从黄浦江到黄河畔，一场未来产业的双向奔赴,04-01 08:50
300007,1,大家多少的本,04-02 02:36
300007,1,没有5个点和15万手以上阳线。不要看。,04-02 04:18
300007,1,兄弟，割了吧。30了再来。没希望了。给自己留个火种！,04-02 02:42
300007,1,25个点了……杂弄,04-02 02:00
300007,1,割了吗，当韭菜一样的割。太难了,04-02 02:15
300007,1,67.88/2刚好是33块钱，符合个股腰斩公式，冥冥之中自有天意,04-02 02:14
300007,1,没救了，，这股没主力的投降了,04-02 02:12
300007,1,赶紧跑别听狗托的,04-02 02:02
300007,1,跑吧，估计33了,04-02 02:00
300007,1,能不能雄起。主力！差不多了！,04-02 01:56
300007,1,双M顶，彻底形成，33有望反转趋势！,04-02 01:19
300007,1,有病天天不反弹害人,04-02 01:18
300007,1,牛皮癣，爱反复,04-02 01:06
300007,1,清掉9成仓，等30块再入吧,04-02 01:04
300007,1,别着急，不跌到38、36，是不会反转的，跌到那个时候，没准一个大阳线就会收复很多,04-02 11:38
300007,1,想上车汉威科技还没上车的，还是早点上车坐好为妙，随时都有极速拉伸的可能。个人观点,04-01 10:58
300007,1,明天能不能跟上，可能要大涨。,04-01 11:19
300007,1,两眼一黑,04-02 10:24
300007,1,谁有这个票都是一点脾气没有,04-02 10:20
300007,1,还得跌,04-02 10:17
300007,1,汉威科技：融资净偿还634.21万元，融资余额8.7亿元,04-02 09:09
300007,1,58的本怎么办，什么时候脱亏,04-01 09:20
300007,1,这什么股。真的无语,04-01 08:18
300007,1,开盘价43.29，收盘价还是43.29。,04-01 05:43
300007,1,在彼岸三大股指强力大涨的刺激下我大a高开…但是…基本只是高开后平盘走势，并木有向,04-01 05:28
300007,1,好烂啊,04-01 02:01
300007,1,……,04-01 01:58
300007,1,回本了没走，哎量化不灭，没法回本，所有散户都别卖也别买吧,04-01 09:38
300007,1,特斯拉机器人要量产了，看好你苏州产线已经开始小订单供应了,04-01 11:46
300007,1,散了吧，一涨就压盘,04-01 01:09
300007,1,我怕的是汉威科技，现在跟随市场打酱油的资格都快排到倒数了…！,04-01 11:43
300007,1,今天下午会拉一小波到6个点左右，随时可以出货,04-01 11:00
300007,1,死鱼一条，没有主力看上他,04-01 10:51
300007,1,"每天就是垃圾股的走法，1手，10手的买，50,100的卖~……",04-01 10:11
300007,1,财联社4月1日电，人形机器人概念表现活跃，瑞迪智驱涨超15%，斯菱智驱、绿的谐波,04-01 10:10
300007,1,没格局,04-01 10:01
300007,1,真烂啊,04-01 10:01
300007,1,太无耻了,04-01 09:35
300007,1,……,04-01 09:35
300007,1,高开低走，10点跳水,04-01 09:31
300007,1,汉威科技：融资净偿还769.64万元，融资余额8.77亿元,04-01 09:08
300007,1,今天加满仓，坐等庄家抬轿吃大肉！,04-01 12:45
300007,1,涨停都还没回本，躺平了！,03-30 12:42
300007,1,超600家传感器龙头汇聚，这场展览会将于4月中旬在深举行,03-31 12:32
300007,1,很多机器人票都盘好了，你还是这么垃圾,03-31 06:24
300007,1,阶段性底部，就等放量,03-31 04:44
300007,1,走还是不走啊？,03-31 11:19
300007,1,汉威科技：拟使用不超5.00亿元闲置自有资金进行现金管理,03-11 05:15
300007,1,还能这样？？？,03-31 11:18
300007,1,你真是老套路啊,03-31 11:06
300007,1,整个板块都是虚空业务，落地的出货量不大，未落地的技术壁垒难以突破。板块问题，3年,03-31 10:33
300007,1,好学生不受老师待见呀,03-31 09:49
300007,1,为何,03-17 10:59
300007,1,你仍然是上涨如蜗牛下跌如猛兽啊！,03-31 10:07
300007,1,亏19个点了,03-30 02:58
300007,1,汉威科技：融资净偿还360.94万元，融资余额8.84亿元,03-31 08:55
300007,2,嗯，客观来说汉威科技走的还是不错的，上午十点多钟最终也是没扛住压力跳水，跟随市场,03-31 07:00
300007,2,麻木了…,03-30 02:32
300007,2,急需一根中阳转变趋势,03-30 01:47
300007,2,满仓干,03-30 12:56
300007,2,你不是一般的裹脚布，跌的又长又臭,03-30 10:45
300007,2,不用幻想，就是每天阴跌。到一个点位，才会拉一个大阳线,03-30 09:41
300007,2,你是做的吗,03-30 09:28
300007,2,人脑拉起来了，央视记者体验意念操控无人机汉威科技的产品,03-29 09:01
300007,2,全国200家行业企业齐聚郑州，探索“好燃气”如何赋能好房子,03-28 04:28
300007,2,这股牛！！天天跌，没有涨过，这是大股东要卖公司？腰斩式出售公司。,03-26 02:32
300007,2,中燃协车立新：围绕“好燃气”培育新质生产力，助推“好房子”加快落地,03-28 09:57
300007,2,仔细看看下面的图片。,03-28 11:14
300007,2,汉威科技，我上述分析预测中的中长期上涨大趋势，历经一浪建仓二浪调整三浪主升浪，早,03-28 10:59
300007,2,这股我61就买它，今天42了，又买了，等消息，没消息涨不起来，没事做做T降降成本,03-26 09:20
300007,2,底部已确认,03-27 01:18
300007,2,每天资金都净流出几千万，难怪一直跌,03-27 02:56
300007,2,曹丕：大汉，亡了！,03-27 02:38
300007,2,跌一点涨一点就在那里哭天喊地的，烦不烦啊，买了捂住等涨就好了，现在黄金坑，随便买,03-27 01:49
300007,2,没有一点点量，怎么回事了？,03-27 01:24
300007,2,小米电子手套是能斯达提供的吗,03-27 12:08
300007,2,坑劳资的,03-27 01:23
300007,2,许多股票已经稳住了下跌，化工股已经反弹，这个LJ还跌跌不休,03-27 10:55
300007,2,美国机器人上俄乌战场了还不能把机器人拉起来吗,03-27 12:07
300007,2,咱能长个20不,03-27 10:13
300007,2,每天10.30开始跳，笑死了,03-27 10:35
300007,2,作孽啊作孽,03-27 10:51
300007,2,真是死股,03-27 10:38
300007,2,真烂,03-27 09:51
300007,2,CCTV讲故事,03-27 09:51
300007,2,……,03-27 09:43
300007,2,43割了，这票还能到40吗,03-26 03:25
300007,2,汉威科技：融资净偿还1118.6万元，融资余额8.98亿元,03-27 08:56
300007,2,去年33我割肉了，回到33我接回来,03-23 10:22
300007,2,据证券日报报道…＜让资本“长跑”陪伴人形机器人“成长”＞博鳌亚洲论坛2026年年,03-27 06:53
300007,2,周五可能会一直阴跌,03-27 01:19
300007,2,机器人都死光了，脑也玩完了,03-26 01:54
300007,2,据财联社报道…特斯拉机器人有望在今夏启动生产，机器人板块迎重要催化TeslaOp,03-26 08:22
300007,2,【一图看懂】宇树科技IPO获受理，人形机器人产业链全扫描,03-21 07:04
300007,2,什么东西，跟鬼一样，嘛的每天死跌死跌，涨点又来，嘛的鬼公司，不行就别开怒怒怒怒怒,03-26 02:53
300007,2,今天高点卖了,03-26 02:59
300007,2,嘛的,03-26 02:45
300007,2,散了吧，没人来抬轿的，除非是仨比,03-26 02:45
300007,2,垃圾快跑,03-26 01:02
300007,2,人形机器人上战场了？？？,03-26 01:36
300007,2,那2千万的大单来试探的？,03-26 01:46
300007,2,安培龙是他爹,03-26 10:15
300007,2,买房买车干,03-26 11:40
300007,2,55的本，不想补了，跌麻了,03-26 09:08
300007,2,不跟了，就把业务撤了吧,03-26 11:22
300007,2,生无可恋，毫无希望,03-26 11:21
300007,2,作孽啊作孽,03-26 10:54
300007,2,什么鬼玩意啦叽,03-26 10:47
300007,2,满融满仓干,03-26 10:46
300007,2,清了，拜拜,03-26 10:43
300007,2,机器人都两个点以上了，它还是不行…,03-26 10:41
300007,2,这个票里脏东西太多了，每天都是拉一下就疯狂砸,03-26 09:58
300007,2,一群鼠目寸光的玩应儿，涨点就砸？,03-26 09:46
300007,2,赶紧跑，十点准时跳水,03-26 09:41
300007,2,你知道礼拜一跌的，现在涨3天了还回不了周一的本？,03-26 09:48
300007,2,垃圾,03-26 09:34
300007,2,汉威科技：融资净偿还214.82万元，融资余额9.09亿元,03-26 09:00
300007,2,55的本啊,03-26 12:27
300007,2,跌倒大盘3300的时候了，这个拉几。,03-26 07:21
300007,2,垃圾,03-26 06:28
300007,2,63.7进，60.4加，心都碎了,03-25 07:47
300007,2,福莱和你二选一，真踏马后悔选了你，亏20多块一股，还不敢补,03-25 07:49
300007,2,看油价，黄金坑已经出现了，这个时候不抄等啥时候，唱空的一律都是套牢割肉的韭菜,03-25 06:15
300007,2,狗托在评论吹股了，明天一定不涨,03-25 02:29
300007,2,据可靠消息，张半仙已重仓抄底汉威科技……,03-25 06:05
300007,2,看看三大指数，包括机器人50指数全都站上五日线上哈…！！再看看汉威科技…将将触碰,03-25 04:09
300007,2,哪里来的这么多脏东西一直砸,03-25 01:52
300007,2,深跌一下，就可以买了，现在只是大盘带上去的，先守着。,03-25 10:00
300007,2,$603196璞(pu)源材料，尾盘火箭发射，目标24连板，服装转行电池！最近改,03-25 02:19
300007,2,再大的风都把你吹不起来了,03-25 01:59
300007,2,走了走了，跌的比别人多，涨的比别人少，你真丢河南人的脸,03-25 11:20
300007,2,我清仓走了，你们玩吧，又是套,03-25 01:06
300008,1,又跟风能是吧,04-04 09:47
300008,1,涉及业绩未达标的赔偿如下：一：刘楠的承诺，根据公告董事会修改了业绩承诺时间，几个,04-04 04:57
300008,1,天海防务：2025年归母净利润同比增长115.37%，拟10派0.32元,03-30 08:16
300008,1,军工股该连板了！有个消息令人吃惊！,04-02 10:22
300008,1,业绩承诺未兑现致巨额商誉损失，天海防务起诉金海运原股东李露索赔1.48亿元：一审败诉且自行担费，另一违规报价致1500万元退款索赔案待开庭,04-03 04:12
300008,1,别幻想了！人家做空就能赚钱！量化这波赚大了，可能有的人还不知道有融券，而且是T＋,04-04 08:25
300008,1,140亿订单难道是假的？,04-03 10:14
300008,1,公司140亿订单在手，业务量更是排到2028年，股价如此持续下跌，公司难道不考虑,04-03 12:03
300008,1,不管大盘如何，这厮每天都是勇往直下的撕跌，丑勾史,04-03 10:04
300008,1,根据这些公开信息包括业绩高速增长，能得出140亿订单在手是真实的！,04-03 10:03
300008,1,这个没有激光雷达,04-03 09:44
300008,1,今年三千七到四千二运动吧！天海回五元！下星期见六！,04-03 08:08
300008,1,天海防务几年就已经计提商誉损失，以后打的官司赢一个收入一个利好！,04-03 06:14
300008,1,下周一还有一波大跌，进场机构还会开展大规模的击杀，有了不好消息推动，事半功倍。,04-03 02:58
300008,1,刘强东一夜之间投200亿在广东海上游艇，天海防务快退市市喽,04-03 12:53
300008,1,爷爷我又来了！,03-09 10:00
300008,1,6.5，6.2，5.6……越跌越加，然后放半年以上看，必有厚报,04-03 04:40
300008,1,我觉的应该是没有了,04-03 04:15
300008,1,3月31日，天海防务全资子公司江苏大津重工有限公司为中国铁建大桥工程局集团有限公,04-03 03:20
300008,1,金山护卫！,04-03 03:15
300008,1,真垃圾。,04-03 02:57
300008,1,。,04-03 02:57
300008,1,下礼拜破7,04-03 02:54
300008,1,惨不忍睹，天海防涨,04-03 02:52
300008,1,为什么不跌破7.18元？再加点量，如破7元我买全仓。,04-03 02:48
300008,1,卧槽，25卖了想做个短T破18不会被割了吧,04-03 02:13
300008,1,识防务者为俊杰。,04-03 02:22
300008,1,熊市来了，大家快逃吧！,04-03 02:19
300008,1,下来把别装了，17挂好了破底反弹,04-03 02:15
300008,1,……,04-03 02:09
300008,1,M,04-03 02:08
300008,1,量化来回收割,04-03 02:08
300008,1,托单必跌破量化操作,04-03 02:07
300008,1,lj,04-03 02:04
300008,1,无量的反弹是？,04-03 01:32
300008,1,很多个股回到3000甚至下方但大盘还在3800之上,04-03 01:18
300008,1,兰货，兰货，清仓看热闹,04-03 01:46
300008,1,清仓了，完败。,04-03 01:40
300008,1,我已从A股钱转出去了放银行利息每天吃顿早餐挺好的，投股票亏钱还亏精力,04-03 01:20
300008,1,公司都欠了一勾子的债了，哪里有钱回购？放心吧，天不会塌下来。只是洗筹码而已。,04-03 01:04
300008,1,见底了，二次探底，有机构入场,04-03 10:14
300008,1,什么情况？见底了吗,04-03 12:46
300008,1,误算了上海柠的尿性了,04-03 12:33
300008,1,为什么要屏闭贴子，心虚吧！！！！,04-03 09:47
300008,1,这只股今天看要破七了9.5的成本啥时候回本呀,04-03 10:41
300008,1,不就100来亿的盘子，主力卖不完的筹码？,04-03 10:17
300008,1,我谢谢你，让我认清了股市。业绩好的坚决不能买。再见了这个市场。再见了朋友们,04-03 10:23
300008,1,最失败最执着的一次9.53满仓到现在！头大！,04-01 09:28
300008,1,高盛入驻,04-02 10:21
300008,1,撤了撤了。都是散户套牢盘。跌了30个点。填海我也不想着回本了，大概率还要往下跌。,04-03 11:13
300008,1,跌不动了,04-03 11:12
300008,1,733是怎么回事？,04-03 10:50
300008,1,这个黑庄肯定过不了三伏,04-03 10:46
300008,1,年底20,04-03 10:42
300008,1,亏了30个点了，还能回本嘛,04-03 10:17
300008,1,7.32500万,04-03 10:36
300008,1,崩塌了，没有最低只有更低,04-03 10:21
300008,1,砸盘没节操了,04-03 10:18
300008,1,全是犟种，你们犟种不割肉，怎么涨,04-03 10:18
300008,1,跌吧，无所谓，跟主力一起耗着,04-03 10:17
300008,1,可以买入，逢低吸,04-03 09:53
300008,1,输了没办法,04-03 10:14
300008,1,动荡不安的国际局势，稀乱的市场，低迷的全球经济，地球上还能适应人类的生存吗,04-03 10:11
300008,1,买了这股要命,04-03 10:08
300008,1,李露财务造假怎么就轻判了,04-03 10:07
300008,1,逢低买入，一直买,04-03 09:52
300008,1,找死,04-03 09:57
300008,1,这是要朝死的整呀,04-03 09:52
300008,1,板块在涨，有意下跌！你的业绩是真是假？是有意欺骗股民意？请有部门彻查！！！,04-03 09:46
300008,1,人才中的极品，公司有严重的管理问题,04-03 09:53
300008,1,天海防务:关于向江苏金海运科技有限公司原股东提起诉讼的进展公告,04-02 05:23
300008,1,SBLJ,04-03 09:48
300008,1,完全被量化控制，不要操作就行了,04-03 09:47
300008,1,量化控盘操纵，几年了，即使业绩反转，还是阴阳怪气的走势！,04-03 09:45
300008,1,天天这样！！！,04-03 09:43
300008,1,的！出不完的货！,04-03 09:40
300008,1,果然，依旧垃圾,04-03 09:35
300008,1,高开也低走？低开还是低走？要点Lian不？,04-03 09:32
300008,1,天海防务：融资净偿还606.62万元，融资余额7.8亿元,04-03 08:59
300008,1,这股估计慢慢往五块钱靠拢,04-03 06:47
300008,2,高盛买入太平洋和天海防务不一样，高盛买入天海防务是持续性买入，太平洋是炒一波就走,04-03 11:59
300008,2,10.1元还套着呢,04-03 11:56
300008,2,公司140亿订单在手，业务量更是排到2028年，股价如此持续下跌，公司难道不考虑,04-03 12:02
300008,2,……,04-03 11:18
300008,2,看来他只跟海洋经济，其他与其无关！四不象,04-03 10:42
300008,2,看来要破前低7.18元了。,04-03 09:52
300008,2,有意作弄股民，啃害股民，还回血汗钱！！！,04-03 09:42
300008,2,啃害股民的！,04-03 09:40
300008,2,我去，败诉了。别说没影响，大利空,04-02 08:55
300008,2,上海港的海上算力中心，用海水给算力降温。不知道和天海防务有关系吗,04-02 10:26
300008,2,半年之内不用看,04-02 06:37
300008,2,还有犬吠吗？哈哈哈哈，明天就给你破7,04-02 08:19
300008,2,磨底中,04-02 06:48
300008,2,原油期货爆涨了.咋办他不跟能源股,04-02 06:46
300008,2,实在不行ST吧，再不行价格打到1元,04-02 06:06
300008,2,真实股价应该在14块以上,04-02 08:15
300008,2,大级别的震荡横盘，6.72缺口等你！,04-02 04:13
300008,2,为什么业绩这么好的票社保基金没有重仓，难道他不聪明没有发现吗？,04-02 03:05
300008,2,这货不涨没理由呀,04-02 02:38
300008,2,这个股还有个很大的问题是：融资盘介入太高，处于历史高位,04-02 03:30
300008,2,4月底才会有希望！,04-02 03:06
300008,2,天海防务最大的毛病是没有超过5%以上的股份占比再卖就不会公告了，难怪都是量化短线,03-17 09:30
300008,2,最新消息造的船漏水了,04-02 02:43
300008,2,天海防务改名天海防涨，大家没意见吧？,04-02 01:45
300008,2,过清明了？,04-02 02:22
300008,2,跳一下水，恐慌盘不就出来了么！,04-02 02:06
300008,2,不按套路出牌。下午看着你。,04-02 12:12
300008,2,可以形容太了,04-02 02:12
300008,2,现在的日子整天都在解套入坑，出坑进套。,04-02 01:58
300008,2,大家能不能齐心协力一起举报这股量化交易！？,04-01 10:49
300008,2,天海防务明天肯定跌三个点，拭目以待吧,04-01 11:07
300008,2,SBLJ,04-02 01:05
300008,2,割了，祝留下的发财！,04-02 01:10
300008,2,拿着吧最起码这货还是为数不多的可以分红的,04-02 01:15
300008,2,江龙拉直线了，你不跟？,04-02 11:48
300008,2,越来越佩服自己，前几天勇敢割肉卖了，现在回头看看，卖掉的决定是正确的,04-02 12:01
300008,2,这股重大问题是本周上面230万手的套牢盘怎么办？,04-02 11:38
300008,2,看看明天有拉没,04-02 11:31
300008,2,一支穿云箭，就会拨开云雾,04-02 11:14
300008,2,昨天的高开低走，至少要阴跌一周。才有下一次的高开低走,04-02 11:21
300008,2,哇！是有什么雷吗？这么横盘阴跌？,04-02 11:18
300008,2,主力没事正坐在办公室喝着茶发笑,04-02 11:17
300008,2,你们认为它不能再跌的时候就是套你没商量的好时候,04-02 11:15
300008,2,从未见过如此厚颜无耻之股,04-02 10:36
300008,2,每次发了利好就一直跌。就是骗大家进来接盘,04-02 11:11
300008,2,怎么举报这个，我感觉恶意做空,04-02 11:10
300008,2,不套你们怎么长线投资,04-02 10:57
300008,2,再多的利好也是阴跌谁进这股谁挨闷棍扯淡,04-02 10:40
300008,2,等大跌到4块钱在来看了,04-02 10:36
300008,2,天天吹的人真搞笑，这股就是来让你们搞笑的吧,04-02 10:35
300008,2,没完没了,04-02 10:32
300008,2,总有一天要去这家公司看看。到底怎么个事,04-02 10:32
300008,2,崩了算了，！别装了,04-02 10:15
300008,2,猪力只出货资金净流出，没戏,04-02 10:29
300008,2,主力有病吧。你的天然气呢？,04-02 10:24
300008,2,这13真臭,04-02 10:24
300008,2,割了，不玩了！再也不见,04-02 10:21
300008,2,这个股去是吧。永远不要出现在股市里，。不论大盘怎么样，都跟跌不跟涨,04-02 10:18
300008,2,$天海防务(SZ300008)$,04-02 10:17
300008,2,47加了半仓,04-02 10:16
300008,2,雷科拉了六个点，还不跟上。,04-02 10:10
300008,2,看看雷科，再看看它，真是,04-02 09:54
300008,2,这家伙吃这么饱了还吃。,04-02 10:02
300008,2,松发订单还没有天海一半多，天海140亿订单在手，股价如此瘟,04-02 09:52
300008,2,天海这个天杀的主力，你小弟松发订单还没有你多，又要涨停了！,04-02 09:49
300008,2,吹几句牛：散户多是事实；什么报都不管用，就得看资金意愿和风向；不是妖股苗子，别Y,04-02 09:48
300008,2,被量化控制的股票，唯一的对抗就是，如果相信业绩就扛！,04-02 09:47
300008,2,一两下就完事儿，这东东不是一般的萎。,04-02 09:47
300008,2,关键看一季报，年报有预披所以没有意义。但愿有好消息。不知道董秘可不可以预披一下一,04-02 04:00
300008,2,你TM一季度难道亏十个亿,04-02 09:29
300008,2,招商轮船业绩出来两个涨停业绩出来估计两个跌停,04-02 09:37
300008,2,就凭风电平台，天海防务占据国内百分之40的业务量，就能值20元一股，何况还有无人,03-30 03:08
300008,2,25年年报业绩翻倍确实惊艳，正常这种140亿订单在手，股价最少二十元一股才合理，,04-02 09:15
300008,2,估计又是高开低走，然后跌三个点,04-02 09:20
300008,2,天海防务：融资净买入1117.39万元，融资余额7.86亿元,04-02 09:05
300008,2,跌破5元，老子再回来捡便宜！,04-02 07:32
300008,2,大力发展风电，绿色能源,04-02 06:59
300008,2,天海防务:关于江苏大津重工有限公司业绩承诺完成情况说明的公告,03-30 07:05
300008,2,股票涨跌有这么简单吗？,04-02 06:25
300009,1,深圳“细胞十条”发布 推动细胞与基因产业提速发展,04-04 02:20
300009,1,安科生物一曲妥珠单抗分析.2025年(放量初期)：约3亿出头.2026年(医保+,04-04 03:43
300009,1,这个股戾气好重！基本面不挺好的吗？,04-04 08:07
300009,1,要求不高，今年股价能涨到13.5元就行。,04-02 07:09
300009,1,安科生物的曲妥珠单抗(安科)乳腺癌和胃癌必用药，主流规格：440mg集采落地后主,04-04 03:42
300009,1,开始回调,04-04 06:20
300009,1,去年8月15日13元始，反反复复，但总体趋势一路下跌。3月23日（一）达8.66,04-04 10:11
300009,1,34股今日获机构买入评级,04-03 05:55
300009,1,无奈这么好的利好，在今天指数的狂风暴雨中显得微不足道，也没扛住下跌的可悲局面！,04-03 11:03
300009,1,个人安科看到35以上。。。。看看未来能不能走上去,04-01 05:20
300009,1,10块钱的位置不好过啊，还得磨。。。。啥时候在10块钱能放量突破，就是上攻的时候,03-30 04:39
300009,1,恒生电子目标价涨幅超76% 安科生物、丸美生物评级被调低｜券商评级观察,04-03 08:47
300009,1,这段时间，凡事我买的股，后面都是割肉走！今天我来这里了。能不能打破魔咒,04-03 02:33
300009,1,安科生物:关于召开2025年度网上业绩说明会的公告,04-03 06:49
300009,1,尾盘必然上9.9元，为下周做铺垫。,04-03 02:49
300009,1,收盘9.83,04-03 02:51
