股票代码,页码,标题,时间
300005,2,世界杯还有2个月，足球经济4月预热开启，国内城市足球联赛开赛时间：吴越杯4月6日,03-30 09:59
300005,2,无脑才会唱多,03-30 01:52
300005,2,怎么这个股吧完全没热度，是散户都跑了还是买探路者的都特别成熟稳重,03-03 08:20
300005,2,存储压缩技术打开产业空间 探路者“户外+芯片”双主业迈向新量级,03-30 03:42
300005,2,看着这走势明天感觉会放量长上影线,03-30 05:57
300005,2,不涨停涨不停,03-30 04:54
300005,2,老铁，来个涨停吗,03-30 03:28
300005,2,6天时间赚几块钱走了。,03-30 02:03
300005,2,走的太漂亮了,03-30 02:19
300005,2,才会唱多,03-30 01:47
300005,2,下周芯片、商业航天、外骨骼、足球、春假、户外露营经济多点开花，起飞势不可挡,03-27 03:10
300005,2,坚决看好探路者，已持仓半年了。,03-28 08:56
300005,2,你也搞商业航天？？！！,03-30 10:59
300005,2,你们没有听说过庄会通过技术分析股吧热度，妖股几个涨停后热度才起来，是通过大数据让,03-30 10:17
300005,2,真牛逼，五连涨,03-30 12:55
300005,2,下周危险，唱多的人太多了，坚决清仓走人。,03-29 12:19
300005,2,外面亏惨了割肉过来给口汤喝吧,03-30 10:18
300005,2,每天走势都一样，下午拉升，上午洗盘,03-30 11:06
300005,2,奇哉怪哉，有价值的东西，会投资的东西，就应该涨啊，为啥没有人买呢，这就是坐庄的坏,03-30 09:51
300005,2,哈哈哈，空头们啪啪打脸,03-30 09:34
300005,2,太多小作文了，明天开始回调到11块左右，,03-29 05:28
300005,2,探路者下周上20，给我冲啊,03-28 12:44
300005,2,最近这波抄底加仓还不错吧，拉升特别及时担心风险的可以减减仓。,03-27 11:03
300005,2,中关村论坛科技赋能高质量可持续发展专场发布：热议AI智能穿戴,03-27 06:46
300005,2,t飞了-也高兴！,03-24 03:42
300005,2,相比那些存储芯片概念股，探路者至少有200倍上涨空间，而且非常稀缺，A股内存压缩,03-27 11:39
300005,2,暂别探路者,03-25 08:51
300005,2,下周一很关键,03-27 02:58
300005,2,给不出去，太萎了，不行,03-27 02:25
300005,2,尾盘拉涨停给一次,03-27 02:08
300005,2,下午得坐稳了,03-27 12:04
300005,2,大单总在关键时刻干进来,03-27 01:32
300005,2,这个芯片概念无敌了,03-27 01:29
300005,2,今天这是便秘那，还是在憋啥大招,03-27 11:00
300005,2,只要2选一，肯定会选错，两个都选，结果就是两个都错,03-27 09:53
300005,2,吴越杯、苏超、世界杯，足球、户外露营经济要,03-26 07:49
300005,2,看它刚才磨磨唧唧的，被骗了一半筹码,03-27 09:50
300005,2,号外号外，外骨骼用到特种部队了。,03-26 09:59
300005,2,探路者：融资净偿还98.67万元，融资余额8.34亿元,03-27 08:58
300005,2,哎昨天没敢进,03-26 09:22
300005,2,$探路者(SZ300005)$,03-26 06:16
300005,2,把我洗走了,03-26 02:21
300005,2,里面的人们真幸福啊,03-26 02:44
300005,2,哇塞，啥情况？？？我滴乖乖，周二11.66买的480手连续涨……,03-26 09:21
300005,2,收个14算了,03-26 02:52
300005,2,谢谢了，走了。战争的阴霾结束再说了,03-26 02:02
300005,2,走的是存储加航天？,03-26 02:34
300005,2,主力出货中，我也卖了。谢谢,03-26 01:53
300005,2,蒸啥呢,03-26 11:25
300005,2,春假概念股，江浙的露营装备卖爆了,03-26 11:16
300005,2,没主力，几百手压一天,03-26 10:35
