股票代码,标题,作者ID,最后更新
300059,散户真可怜，大盘3900，券商已经跌回2900了。,未知用户,04-02 04:37
300059,/券商6月开启补涨大涨行情！每次回落是加仓好机会！换入券商,未知用户,04-01 12:45
300059,今天是破了周线重要支撑18.92,未知用户,04-02 04:35
300059,有一点多杀多的感觉，毕竟现在还保持着2万亿的交易额，1.8万亿是牛熊分水岭。。。,未知用户,04-02 02:10
300059,这垃圾不破16看都不要看，没有资金来碰券券，腰斩了可以做反弹，仅只是做反弹,未知用户,04-02 04:34
300059,东财这走势太狠了，从29块多一路干到18块多，所有均线全是向下的，现在抄底纯纯接,未知用户,04-02 04:31
300059,买入评级倒是挺多，但机构估计都跑了，散户硬扛有啥用啊，太惨了。,未知用户,04-02 04:30
300059,问题是做轿子的人多了，谁给抬呀！可冷的散户只能做多才赚钱…,未知用户,04-02 04:29
300059,还我钱，我不玩了,未知用户,04-02 04:09
300059,月线7连阴。,未知用户,04-02 04:26
300059,跌到15差不多可以建仓了,未知用户,04-02 04:25
300059,4.7还要大跌10个点,未知用户,04-02 04:20
300059,什么浪，什么分析都没用，散户多，100多万散户，这一条谁来也没用。,未知用户,04-02 04:14
300059,加仓了金融一哥，了解我的一定知道是啥，就买最贵的，涨的最快的，地位最高的。,未知用户,03-30 10:47
300059,=24元百亿资金认购！大胆买入比存银行强多了！补仓阶段,未知用户,03-23 04:33
300059,我在你的软件里面炒股买基金，你叫我投票，我的意见就是你为什么不涨？,未知用户,04-02 04:08
300059,庄家操盘手掌握的信息比散户多，看来打压还要持续一段时间,未知用户,04-02 04:02
300059,缩量阴跌还会跌，必须放量杀恐慌才会见底。散户不要接飞刀,未知用户,04-02 03:04
300059,希望股吧里清静清静，别胡乱分析了。,未知用户,04-02 03:55
300059,别人恐惧我贪婪,未知用户,04-02 02:43
300059,22本，解套交筹码,未知用户,04-02 03:32
300059,告诉家人们一个好消息，明天再跌1天，就可以3天不跌了，还有下周最多跌4天。,未知用户,04-02 03:45
300059,被这个人气忽悠入，亏20个点了，求助大师，止损吗,未知用户,04-02 02:54
300059,持有的散户，建议每天开盘把持有的全部或大部分挂在涨停板上。这样散户持有的不能出借,未知用户,04-02 03:18
300059,22元的本，哭晕在厕所,未知用户,04-02 02:58
300059,交大的2000万股，没两月缩水近1亿了吧,未知用户,04-02 03:37
300059,套了我三个多点了，再跌我可要补仓了。,未知用户,04-02 03:29
300059,错了就要认，挨打就要站立，选择下跌趋势的熊市板块就要承不断跌和亏损,未知用户,04-02 02:40
300059,补缺去了16.8。。。天天新低,未知用户,04-02 03:31
300059,跌着年线都跟不上了,未知用户,04-02 03:30
300059,不到18以下，千万别进去,未知用户,04-02 03:04
300059,呵呵分红10派1元，请接住！,未知用户,04-02 03:24
300059,这货要到15左右去的节奏，唉呀，拿到了下降趋势，边补边割。等到十四五元的时候再补,未知用户,04-02 03:24
300059,今天走了，没办法，天天跌1/2点，扛不住了,未知用户,04-02 03:24
300059,25年7月份的17个转让机构，锁定期6个月，大摩都被套住,未知用户,04-02 02:58
300059,周线11连跌月线16个月连跌历史罕见还保护投资者呢,未知用户,04-02 02:52
300059,目标价10元左右,未知用户,04-02 03:12
300059,不到15不买。,未知用户,04-02 03:06
300059,跌了一年多了加速下跌去摸24年的16.86,未知用户,04-02 03:19
300059,成本24以上的还在吗？,未知用户,04-02 03:06
300059,18.68今年的铁底，马上翻红,未知用户,04-02 02:27
300059,不到15不碰,未知用户,04-02 03:05
300059,大盘反弹一百点，几巴股来回跌去30个点,未知用户,04-02 02:54
300059,慢慢熬吧4季度券商股东数都是增加的，不割肉是不会反弹的,未知用户,04-02 03:13
300059,证券个股的年报都已公布，是要业绩有业绩，要增速有增速，证券板块却连跌12周！就是,未知用户,04-02 02:30
300059,崩溃了，这里好大的风,未知用户,04-02 03:00
300059,哈哈，涨的最少，跌的最猛,未知用户,04-02 03:10
300059,不把融资盘按到底爆，不会结束的,未知用户,03-26 10:59
300059,赚着股民的印花税，拿去买y吃,未知用户,04-02 03:08
300059,太牛逼，以前跌，个股都会在涨，现在的跌，就是天天下跌，从不涨,未知用户,04-02 03:07
300059,五一长假前必还有大跌！！！！10个点左右，16开头可能会到！！！！,未知用户,04-02 02:51
300059,从29唱多到18跌了11块还在唱等股价7块的时候你们的静神还要你们坚定持有乐死了,未知用户,04-02 02:28
300059,$东方财富(SZ300059)$,未知用户,04-02 02:46
300059,为什么不让发这个图,未知用户,04-02 02:48
300059,18.71元试错进场建仓88000股成交了！,未知用户,04-02 02:22
300059,大C浪末尾跌到18.2--18.5大胆加仓建仓，AC浪时间空间基本一致，说跌到1,未知用户,04-02 02:31
300059,东方财富:东方财富信息股份有限公司关于召开2025年年度股东会的通知,未知用户,03-19 08:44
300059,谁能分析分析哪来的这么多的筹码砸盘每天几亿几亿的砸,未知用户,04-02 02:43
300059,有种你跌破18元，筹码全部给你。等你跌到18元清仓,未知用户,04-02 02:43
300059,在电力挣了点，又被东财套了。22成本，感觉很难涨回去了，难搞哦！只能躺着不动了。,未知用户,04-02 02:39
300059,此股可能只值10元，要不不会下跌的这么坚决，主力你管跌不管埋,未知用户,04-02 02:33
300059,18.72十倍增仓开新仓更佳破31,未知用户,04-02 02:51
300059,18快平仓线,未知用户,04-02 02:54
300059,60日流出200多亿，太厉害了,未知用户,04-02 02:53
300059,撑住，这时候割肉太惨了,未知用户,04-02 02:53
300059,就盯着老百姓的三瓜两枣使劲嚯嚯。,未知用户,04-02 02:52
300059,创业板两年涨百分之48。你两年跌百分之30,未知用户,04-02 02:49
300059,我bu我是特级分析师贵州迪丽热巴，大家快跑了！要大跌,未知用户,04-02 02:49
300059,自有资金买24.3*33000=801900，20融资400000买20000，,未知用户,04-02 02:49
300059,18.72收,未知用户,04-02 02:49
300059,17的本不怕,未知用户,04-02 02:48
300059,最低点收盘！明天继续跌！,未知用户,04-02 02:47
300059,今天你是创业板块了什么跌跟什么。散户太多还要跌,未知用户,04-02 02:47
300059,18.7建仓，感谢感谢！,未知用户,04-02 02:41
300059,今年再创新低，昨天又卖对了，周线超卖随时可能反弹,未知用户,04-02 02:42
300059,股票原来根本不取决于业绩好坏,未知用户,04-02 02:40
300059,砸呀，到10块把房子卖了加仓,未知用户,04-02 02:27
300059,别抄底，没有底,未知用户,04-02 02:39
300059,川子早已诚信全无，自娱自乐，反复无常，贻笑大方，关键DA自己也不争气，还配合打压,未知用户,04-02 02:21
300059,为了走慢牛，只能砸券商了，没办法。,未知用户,04-02 02:34
300059,原油暴涨6%，较年初几近翻倍，输入性通胀叠加，日子难啊，偏偏茅台还要提价,未知用户,04-02 02:36
300059,一路何下直奔15去会合10块,未知用户,04-02 02:38
300059,大家是否还记得从2022年到2024年那一波持续两年多的下跌？累计跌幅超60%！,未知用户,04-02 01:47
300059,我割肉了亏的蛮多的当时痛苦现在来看看跌那么多开心呀哈哈哈跌吧跌吧跌到位啦我在买回,未知用户,04-02 02:37
300059,下跌无底太狠了,未知用户,04-02 02:31
300059,我宣布今日是最后一跌,未知用户,04-02 02:06
300059,该死的庄家，还在拼命卖,未知用户,04-02 02:33
300059,绝望，跌不可怕，怕的是涨的时候他也不涨，只要还有人抄底就不是底,未知用户,04-02 02:33
300059,牛市结束，都没钱了，提前结束。,未知用户,04-02 02:32
300059,子弹已准备好了，你到18就开始,未知用户,04-02 02:32
300059,没创新低不能买，主力这轮必然砸破去年低点，让散户交出筹码后才能拉升！,未知用户,04-02 10:39
300059,没有活路了,未知用户,04-02 02:31
300059,跌惨了，晕了,未知用户,04-02 02:31
300059,记住，没有最低，只有更低！！！！管住手！！！！,未知用户,04-02 02:16
300059,我19.19都能亏钱。在座的心情何等躁动,未知用户,04-02 01:56
300059,22.6的成本，还有比我高的吗,未知用户,04-02 12:27
300059,看看证券板块今天抗跌的几只股哪只不是股东人数在减少？散户扎堆的地方寸草不生,未知用户,04-02 02:28
300059,没破18都是反弹，只有破18，再言反转。每次拉升，都是卖出，都能更低的价格接回,未知用户,04-01 11:10
300059,说你什么好呢,未知用户,04-02 02:26
300059,东财真牛啊,未知用户,04-02 02:26
300059,借急跌越跌越买加重,未知用户,04-02 01:53
300059,割了随便砸,未知用户,04-02 02:24
300059,东财让我见识了，新低完了再新低,未知用户,04-02 02:13
300059,唉，早上18.88加的仓又被埋了！,未知用户,04-02 02:06
300059,按理说，国家队，这个位置在暂时不会管的，大盘还没有怎么跌,未知用户,04-02 02:04
300059,东财加油。,未知用户,04-02 02:22
300059,18.71十倍增仓。开新仓更佳破31,未知用户,04-02 01:59
300059,东财跌到18加一成仓，每跌一元加一成，想下都开心,未知用户,04-02 02:21
300059,跌了八个月，牛逼,未知用户,04-02 02:21
300059,18.78十倍抢筹增仓开新仓更佳,未知用户,04-02 02:21
300059,大兄弟来了,未知用户,04-02 02:21
300059,那时候我说跌到21，没想到18了,未知用户,04-02 02:20
300059,有种真能跌,未知用户,04-02 02:03
300059,换海尔了,未知用户,04-02 02:20
300059,证券现在走势和去年四月份相似，大概缩量调整一个月左右会有一波大行情，所以这个位置,未知用户,04-02 02:20
300059,股吧的大神，请问这货价格到多少，融资盘会爆仓。还有4月17号是不是之前协议的那十,未知用户,04-02 02:19
300059,我还有子弹，来吧，把9.24行情的缺口补上，我就全资进场,未知用户,04-02 01:46
300059,我抄你的底，你抄我的家,未知用户,04-02 01:57
300059,还有谁，服不服,未知用户,04-02 02:18
300059,反弹要开始了吗？,未知用户,04-02 02:17
300059,不是说要要散户赚到钱吗？你这个连续8个月下跌，散户怎么赚钱,未知用户,04-02 01:59
300059,下跌目标直指15,未知用户,04-02 01:48
300059,兄弟们不要着急，只能等18.18再决定买不买,未知用户,04-02 01:59
300059,要死不活的样子真难受,未知用户,04-02 02:16
300059,业绩没有什么用，熊市跌证券。,未知用户,04-02 02:16
300059,山顶上的风好冷,未知用户,04-02 02:15
300059,红尘说：熊市旗手发力！,未知用户,04-02 02:15
300059,散户大本营，百万散户准备好子弹，抄底！！！散户控盘，坐等翻倍！,未知用户,04-02 02:04
300059,优秀，继续破新低，短期散户可以放假赏花踏青去了！,未知用户,04-02 02:15
300059,按照这个节奏，大盘还要跌3个点4个点,未知用户,04-02 02:15
300059,走了，彻底服气了。,未知用户,04-02 02:14
300059,昨天涨的不够今天跌的,未知用户,04-02 01:13
300059,下跌无止尽！牛逼,未知用户,04-02 02:14
300059,继续创新低呀,未知用户,04-02 02:14
300059,无量下跌还会跌,未知用户,04-02 02:13
300059,我准备抄了，你们抗住,未知用户,04-02 02:13
300059,还有谁？不服就来抄底。,未知用户,04-02 01:49
300059,18.6继续增仓越跌越买,未知用户,04-02 02:12
300059,这个是做空主力，关注，监管的话看这里,未知用户,04-02 02:11
300059,18.70十倍增仓开新仓更佳越跌越买,未知用户,04-02 02:11
300059,业绩太好了，所以要跌,未知用户,04-02 02:09
300059,跌吧就是不卖25.8的成本躺平了,未知用户,04-02 01:44
300059,吓得都不敢买了,未知用户,04-02 02:08
300059,没一点抵抗,未知用户,04-02 02:07
300059,明天还有更低,未知用户,04-02 02:07
300059,17.5元我来抄底,未知用户,03-21 11:57
300059,券商是市场最大的空头,未知用户,04-02 01:53
300059,来回摩擦,未知用户,04-02 02:05
300059,看大资金爆真爽啊哈哈哈，散户才几个字啊,未知用户,04-02 02:05
300059,还等什么，250亿元融资盘争先恐后……,未知用户,04-02 02:04
300059,咋感觉券商在配合做空呢？,未知用户,04-02 02:03
300059,都锁底了,未知用户,04-02 02:03
300059,有一种山雨欲来的感觉，本周会有惊喜，15点那种，，，\(^o^)/~，1990，,未知用户,03-25 03:38
300059,我在15等你，算你狠,未知用户,04-02 02:03
300059,一直跌，没有最低只有更低。,未知用户,04-02 02:03
300059,应该是要去补16的缺口了，跌到9月份吧差不多了,未知用户,04-02 02:02
300059,散户要是知道谁在砸盘，估计这家伙连个整端的都看不见，秒变渣渣！,未知用户,04-02 02:02
300059,跌这么多,未知用户,04-02 02:02
300059,这波启动点是不到10块钱，这是要跌回去吗？不是说慢牛吗？让广大散户怎么价值投资？,未知用户,04-02 02:01
300059,天天新低,未知用户,04-02 02:01
300059,能不能降到15，我想建仓,未知用户,04-02 02:01
300059,目标价8块,未知用户,04-02 02:00
300059,板块涨的时候不涨，跌的时候三天就跌了百分之十四，,未知用户,04-02 01:50
300059,服了炒股这么多年，第一次彻底服了，没有利空，大盘，外盘，板块，行业都没有你能跌，,未知用户,03-26 11:11
300059,18.12不远了，四五个点,未知用户,04-02 01:58
300059,要去15块钱了,未知用户,04-02 01:58
300059,进一退九，再创新低，这判断错了么？,未知用户,04-02 01:58
300059,这是什么？,未知用户,04-02 01:57
300059,还差一个月，就练到成境了。界时，我来接点,未知用户,04-02 01:57
300059,3W没了，割了,未知用户,04-02 01:57
300059,18.78抄底！,未知用户,04-02 01:44
300059,跌起来真叫一个丝滑，洗是洗不走我的，不挣钱绝对不走,未知用户,04-02 01:13
300059,想买，对吗？感觉又不对，又对！,未知用户,04-02 01:48
300059,去古井贡看看,未知用户,04-02 01:55
300059,前期就看多的人演吓吗,未知用户,04-02 01:55
300059,18.7 啥也不说了，溜了！,未知用户,04-02 01:55
300059,哈哈啊哈,未知用户,04-02 01:54
300059,天天突破下线,未知用户,04-02 01:53
300059,18.74十倍增仓开新仓更佳破31,未知用户,04-02 01:52
300059,破位了不要抄底了~~~观望一下,未知用户,04-02 01:51
300059,要去17了,未知用户,04-02 01:50
300059,这票完蛋了,未知用户,04-02 01:50
300059,屡创新低啊,未知用户,04-02 01:50
300059,15.35已挂单,未知用户,04-02 01:50
300059,满仓不动了，我就不信拿两年你不涨！,未知用户,04-02 01:50
300059,17.567成本,未知用户,04-02 01:50
300059,25元到现在就没升过！垃圾股！,未知用户,04-02 01:42
300059,现在开始每跌4元，都加仓。10元allin,未知用户,04-02 01:41
300059,真是阿刁啊,未知用户,04-02 01:49
300059,破了，又创新低，21的本，先认输出局！,未知用户,04-02 01:36
300059,连跌七个月，号召中长线投资的解释下？！,未知用户,03-26 05:08
300059,此股当前处于250亿融资盘主动去杠杆过程中，下跌趋势不会扭转，但主动去杆杆比被打,未知用户,04-02 12:19
300059,大家成本多高，守了3个月了，不断补仓，成本从23.38降到20.92了，八成仓了,未知用户,04-02 01:28
300059,铁子们，25的本，请问你们呢,未知用户,04-02 01:36
300059,无量的阴跌才可怕，可以很久很久,未知用户,04-02 01:47
300059,了，走吧,未知用户,04-02 01:38
300059,120出来了,未知用户,03-19 08:48
300059,知道谁走了吧，你就看看这一天后还有没有好日子过吧,未知用户,04-02 01:47
300059,服了没。张一天，跌九天。最少九天,未知用户,04-02 01:29
300059,还想创新低节奏呀……,未知用户,04-02 10:22
300059,现在可以逐步抄底了！要把握主力机构给我们的机会！,未知用户,04-02 01:39
300059,空军主力，你要今天不净流出20亿，看不起你,未知用户,04-02 01:46
300059,清明假期感觉有降息…,未知用户,04-02 01:36
300059,百万散户一起买买买，一旦到十八就抄主力老底，散户控盘，坐等翻倍,未知用户,04-02 01:22
300059,现在这个价位所以筹码都是亏损的，搞不懂为什么会卖？,未知用户,04-02 01:23
300059,一季度业绩暴增，大胆买入,未知用户,04-02 01:20
300059,18.78十倍增仓开新仓更佳破31,未知用户,04-02 01:43
300059,又又又又创新低了。家人们清了没有,未知用户,04-02 01:03
300059,过万的托单必破，还有敢抄底就一直跌,未知用户,04-02 01:43
300059,向下跌3元，向上涨20元，现在在里面的，咱们还需要焦虑吗,未知用户,04-02 01:42
300059,哎，跑了，祝留下的发财。,未知用户,04-02 01:41
300059,加油，把主力洗出去,未知用户,04-02 01:41
300059,下跌如此丝滑，大盘涨了100多点，东方财富每天创新低,未知用户,04-02 01:40
300059,4.7解禁还要跌,未知用户,04-02 01:40
300059,大聪明抄底了，抄底是确认了反转才能进是抄底，这种单边下跌的你凭什么认为是底？,未知用户,04-02 01:40
300059,从九块涨到三十多业绩有翻三倍吗两倍都没有所以18才是正常价值低一点可以看到15,未知用户,04-02 01:17
300059,选不出来票，连备选都没有。直接给你打满了，看看你还能跌到哪儿，反弹到M20附近走,未知用户,04-02 01:12
300059,底在哪儿？想抄底是在瞎蒙，凭运气抄？,未知用户,04-02 01:40
300059,总是一次新低，完全看不到底的感觉，啥时候能拉个中阳，改善下心情啊,未知用户,04-02 01:40
300059,又创新底了,未知用户,04-02 01:39
300059,MT变死牛了,未知用户,04-02 01:39
300059,韭菜们集中一分钟内补仓，拉根小小的直线吓唬一下主力,未知用户,04-02 01:39
300059,这个票不行还不如买大智慧,未知用户,04-02 01:29
300059,又新低了，想要锤死自己,未知用户,04-02 01:38
300059,你认为的底就是未来的天花板,未知用户,04-02 01:38
300059,100万散户同台竞技，我是大学生，让我先走,未知用户,04-02 01:26
300059,18抄底，放心干,未知用户,04-02 01:38
300059,买，炒第一季度业绩,未知用户,04-02 01:37
300059,深不见底,未知用户,04-02 01:37
300059,主力天天在出货，散户天天在“抄底”,未知用户,04-02 10:39
300059,我的乖乖,未知用户,04-02 01:37
300059,这股10块左右差不多,未知用户,04-02 01:37
300059,再创新低666。还补仓吗。以前鼓吹上涨的大神都消失不见了。涨了又会出来。,未知用户,04-02 01:18
300059,磨磨唧唧的,未知用户,04-02 01:37
300059,开仓买入,未知用户,04-02 01:12
300059,已跌短中期月线，只能向月均线MA120奔去,未知用户,04-02 01:36
300059,最近几年券商赚那么多钱，股票不涨，分红也少得可怜。的就只会吃独食吗？,未知用户,04-02 01:19
300059,可以进场了吗,未知用户,04-02 01:19
300059,各吧，不要幻想了,未知用户,04-02 01:36
300059,下面还有托单，还得砸,未知用户,04-02 01:36
300059,很酸爽，还抄底不,未知用户,04-02 01:20
300059,估计15元见了,未知用户,04-02 01:35
300059,三个月了买这个真憋屈，-21点割肉了,未知用户,04-02 01:34
300059,已经回到24年10月的价格了，有点意思,未知用户,04-02 01:24
300059,各位股东。开心了吧？,未知用户,04-02 01:07
300059,跟石油有锤子关系，就是要砸，借机出货罢了,未知用户,04-02 01:20
300059,底就在13元附近,未知用户,04-02 01:29
300059,真的是心态崩了，天天板块垫底，每天都不想开盘,未知用户,04-02 01:28
300059,大盘居然不咋跌,未知用户,04-02 01:28
300059,月线8连跌，牛皮,未知用户,04-02 01:28
300059,最后一跌，立帖为证,未知用户,04-02 01:11
300059,趋势性下跌太可怕了，不是创新低就是在创新低的路上,未知用户,04-02 01:10
300059,拼命打压券商板块，沪指3300点东方财富就上19元了，很多券商股价都跌破净资产了,未知用户,04-02 01:27
300059,那个什么神，又是压不住的一天,未知用户,04-02 11:16
300059,这是奔着18.12去啊,未知用户,04-02 01:25
300059,估计永远不会起来了,未知用户,04-02 01:25
300059,目前点位买入，肯定赚钱，不用怀疑！,未知用户,04-02 01:05
300059,新低，新低,未知用户,04-02 01:10
300059,从周线看，是要跌一年半的。慢慢熬吧,未知用户,04-02 01:23
