股票代码,页码,标题,时间
300002,1,有诈，8块5铁订的,04-03 10:17
300002,1,走了走了,04-03 10:09
300002,1,幸亏是未加仓，不放量啥也别指望了,04-03 10:06
300002,1,下午必定大跳水！,04-03 09:42
300002,1,$神州泰岳(SZ300002)$,04-03 05:59
300002,1,清明劫,04-03 09:49
300002,1,今天要到九以下了,04-03 09:17
300002,1,神州泰岳：融资净买入15.18万元，融资余额15.66亿元,04-03 09:01
300002,1,郁闷怎么一直卖卖卖卖融券也要继续做空，原来是资本准备入场资本不会在高位入场。如果,04-03 01:35
300002,1,啥时候是个低？天天跌,04-03 12:00
300002,1,神州泰岳：截至2026年3月31日公司股东人数为108942户,04-02 06:43
300002,1,这票我觉得7块7附近应该有强支撑，或者反转,04-02 10:55
300002,1,明天再破9.17，只能等8.5了,04-02 07:38
300002,1,特乌鸦一说话油价爆涨，股价爆跌，明天看能不能收在9字头，,04-02 09:14
300002,1,为敬！,04-02 08:43
300002,1,老谢10.2元抄底300万，然后9.5割肉三分之一仓。最近老谢又满仓了。,03-31 12:28
300002,1,昨天散户买入，今天主力卖出。哎,04-02 04:06
300002,1,进来就被套,04-02 04:40
300002,1,怎么总是发布股东人数呀？？,04-02 04:50
300002,1,我先满仓，静等开花,04-02 04:57
300002,1,请问截至3月31日，公司股东人数多少？谢谢,04-02 03:33
300002,1,108942，这么多散户喜爱的票，星星之火可以燎原，冲锋号一旦响起来，就会前仆后,04-02 04:52
300002,1,前一次跌落到回升横了一个月,04-02 03:39
300002,1,已经三年没有过涨停了最近一次是23年3月底,04-02 03:07
300002,1,涨的时候垫底，跌的时候差一点点进跌幅榜，坚决等到6-8元区间把失去的都拿回来！,04-02 03:05
300002,1,9.35500万,04-02 01:51
300002,1,技术面就是长期下跌走势,04-02 02:52
300002,1,概念多的成了一锅粥，跌成狗了,04-02 02:45
300002,1,社保基金说，同志们！我没走，有事一起扛！,04-02 10:43
300002,1,全部是跑路了,04-02 02:43
300002,1,涨点割点吹一次大跌一次你是真垃圾东西,04-02 02:40
300002,2,在这里躲过25年的牛市，真系想喂死大喂这个孤儿仔,04-03 10:54
300002,2,只有公司股东在8万人时才有向上拉的机会,04-03 10:53
300002,2,你人家大卫是零成本的持票，大家怎样和他斗呢！还是放弃这个孤儿仔公司吧,04-03 10:48
300002,2,刍生股，,04-03 09:32
300002,2,$神州泰岳(SZ300002)$,04-03 06:03
300002,2,不管以怎样的方式开始，最后无一列外都以蛇尾收工。,04-02 02:32
300002,2,用资金买卖出来的价格，9.59附近就是天花板了，已经两次了，下跌就是9.18-9,04-02 10:28
300002,2,9.201000万,04-02 02:34
300002,2,多托股山吹股，未够一天跌,04-02 02:09
300002,2,放下执念，听其自然，放过自已。（2026.3.25）,03-25 02:49
300002,2,这种要死不活一直要到6月份，视新游戏正式上线时间及表现再来谈改变！！！,04-02 01:38
300002,2,分时图60/120分钟线又破位了，量化下后台数据是他们的操作依据，啥技术指标都失,04-02 01:36
300002,2,没人买又没卖，死水一潭，要等季报出,04-02 01:34
300002,2,今天又是全天最低价收盘？,04-02 01:08
300002,2,重复收盘一条龙，开盘一条虫,04-02 12:21
300002,2,不要对市场抱有幻想，8块5绝对会到,04-02 11:19
300002,2,nmd涨一天为了两天跌吧,04-02 09:37
300002,2,昨天基本是散户买卖,04-02 09:44
300002,2,差不多现在只有量化操作吧,04-02 11:10
300002,2,建议大家都去举报这个谢光耀，一会唱空，一会唱多，是狗托无疑。,04-01 05:12
300002,2,现在是最难受的时候，最主要是成交量没了，股价波幅小了，没方向感了,04-02 11:05
300002,2,举不起来了！！！,04-02 11:02
300002,2,把螃蟹抓回去就妥了，可能是某园跑出来的！！！,04-01 09:31
300002,2,老蟹，是不是你在砸盘？,04-02 10:10
300002,2,只要有吹一下这流氓股必跌,04-02 10:29
300002,2,慌什么，就一个小螃蟹喊7.7，就把你们吓成这个样子了？老霉的仗打不下去了，停战就,04-01 03:57
300002,2,买了你没涨过，跌20%了,04-02 10:01
300002,2,真是稳,04-02 10:15
300002,2,抓住这个窗口期，抓住抓住，明天早盘第一个半小时到一小时。。。千万别坐反了，有票的,04-01 10:29
300002,2,珍惜10元以下的泰岳，老谢躺着不动一天赚七八万，去年赶上牛市，躲过暴跌，才有机会,04-01 02:15
300002,2,多托吹股，小心昨天涨的不够两天跌,04-02 09:25
300002,2,神州泰岳：融资净偿还594.78万元，融资余额15.66亿元,04-02 09:04
300002,2,昨晚美股游戏股大涨，你也该表现一下了吧,04-02 08:58
300002,2,，有这个称呼谢的狗，肯定涨不了,04-02 08:13
300002,2,目前位置再度介入,04-02 04:30
300002,2,今天轮到神州泰岳涨停了,04-02 06:58
300002,2,这段时间光最后集合竞价都跌了三毛,04-01 03:17
300002,2,该加仓了,04-01 08:19
300002,2,$神州泰岳(SZ300002)$,04-01 09:43
300002,2,张雪机车爆火，如果我是公司管理层，就会积极抓住这一机会，将avavoAI语音数字,04-01 07:41
300002,2,等季报出来了。在加仓现在不着急的。。就算季报很差也有子弹加仓,04-01 07:32
300002,2,季报不容乐观，季报未出之前，就是雾都孤儿一个,04-01 02:25
300002,2,老蟹，赶紧的出来喊77,04-01 03:49
300002,2,6-8元才有机会赚钱，不要急！深套的也别动了，苟着,04-01 03:26
300002,2,恭喜太弱近19个交易日单日最高收涨2.47％,04-01 03:05
300002,2,量化呀,04-01 02:52
300002,2,都动不动就几万首买单，量化把持了吗？,04-01 02:52
300002,2,还得下来，没说的,04-01 02:49
300002,2,做个人吧，好好涨一点,04-01 01:08
300002,2,游戏板块就几个业绩增长性强的在大涨,04-01 02:43
300002,2,巨人都板了，你10个点总要有,04-01 02:33
300002,2,社保全都跑路了，基本面发生变化，资金不认可,04-01 01:36
300002,2,游戏涨那么多你也不跟啊，咋这么次呢？,04-01 02:22
300002,2,10.00200万,04-01 02:20
300002,2,完美涨停，这哥们不行呀，,04-01 02:19
300002,2,可能节后见分晓了，还有三个交易日，这个平台的时间就赶上上个10以上的平台的时间啦,04-01 02:16
300002,2,十日线真难攻克？,04-01 02:13
300002,2,板块涨了五个点了，这个四了。,04-01 01:46
300002,2,彻底废了,04-01 02:03
300002,2,9块6能吃下不？,04-01 01:44
300002,2,要起飞了,04-01 01:45
300002,2,无量，没戏，小散自己玩自己,04-01 01:35
300002,2,板块6个点,04-01 01:32
300002,2,越不涨越幻想,04-01 12:40
300002,2,不能放量么？,04-01 12:15
300002,2,9.49有1.3万是什么意思呀！,04-01 11:41
300002,2,大神州泰岳怒涨2.25%！,04-01 11:36
300002,2,这垃圾是多长时间没涨过三个点以上的了,04-01 11:27
300002,2,板块资金流入七个多亿了，你还是资金流出？,04-01 11:24
300002,2,9.55还是很难，哎，我的预测就不能不准一次吗，我等9.65再卖点，给个机会,04-01 10:39
300002,2,反弹的力度都不强,04-01 11:18
300002,2,现在就是散户跟游资（融资）在博弈！！！而机构都在等1季报，以便确认2款新游的进展,04-01 11:04
300002,2,没量没换手拿什么涨？，,04-01 10:46
300002,2,倒数第一,04-01 10:46
300002,2,无量是诱多,04-01 10:39
