代码	    名称	市盈(动)	市净率	总市值
SZ301278	快可电子	126.9	2.37	3376614500
SZ301279	金道科技	55.16	2.61	3557442600
SZ301280	珠城科技	34.64	3.78	7238405000
SZ301281	科源制药	91.67	2.81	3846460800
SZ301282	金禄电子	57.68	3.04	5214328900
SZ301283	聚胶股份	18.83	2.18	3560901200
SZ301285	鸿日达		17.04	17360280000
SZ301286	侨源股份	73.1	9.23	17628406000
SZ301287	康力源	36.77	2.4	2780139000
SZ301288	*ST清研		2.27	1803767000
SZ301289	国缆检测	45.97	4.09	4046640000
SZ301290	东星医疗		1.25	2666614200
SZ301291	明阳电气	25.3	3.21	15769222000
SZ301292	海科新源		7.68	20786846000
SZ301293	三博脑科	120.5	5.75	13434471000
SZ301295	美硕科技	131	3.75	3579408000
SZ301296	新巨丰	36.07	1.19	3270852000
SZ301297	富乐德	87.12	4.67	24488031000
SZ301298	东利机械	30.13	2.46	2309164000
SZ301299	卓创资讯	62.13	6.94	4078103000
SZ301300	远翔新材	31.16	3.3	2706478500
SZ301301	川宁生物	31.03	2.95	23861910000
SZ301302	华如科技		2.61	4099249500
SZ301303	真兰仪表	17.75	1.76	5915336000
SZ301305	朗坤科技	16.97	1.49	5637503100
SZ301306	西测测试		14.49	13264304000
SZ301307	美利信		2.84	8116524000
SZ301308	江波龙	131	16.54	1.2452E+11
SZ301309	万得凯	33.3	2.29	3710724700
SZ301310	鑫宏业	44	2.41	5512702700
SZ301311	昆船智能		2.2	3936000000
SZ301312	智立方	111.7	8.46	10421532600
SZ301313	凡拓数创		4.08	2939111100
SZ301314	科瑞思	178	2.36	2474647500
SZ301315	威士顿	146.8	4.14	4206400000
SZ301316	慧博云通	165.8	14.88	16382200000
SZ301317	鑫磊股份	15.98	6.01	8084281700
SZ301318	维海德	30.69	1.87	3516418000
SZ301319	唯特偶	54.63	4.32	5065151500
SZ301320	豪江智能	126.7	2.88	3050487600
SZ301321	翰博高新		3.83	3723107000
SZ301322	绿通科技	44.6	1.48	4160928000
SZ301323	新莱福	47.66	3.05	6637305100
SZ301325	曼恩斯特		2.17	6138460900
SZ301326	捷邦科技		6.76	8665545400
SZ301327	华宝新能	65.53	2.01	12450828800
SZ301328	维峰电子	46.13	2.58	5018840400
SZ301329	信音电子	60.8	2.4	3751208000
SZ301330	熵基科技	45.31	2.28	7745419500
SZ301331	恩威医药	54.63	2.46	2664899900
SZ301332	德尔玛	35.62	1.45	4214065600
SZ301333	诺思格	48.43	3.37	6630303200
SZ301335	天元宠物	41.8	1.63	3139575300
SZ301336	趣睡科技	70.68	2.46	2038400000
SZ301337	亚华电子		2.61	2857164000
SZ301338	凯格精机	111.2	11.48	17974152000
SZ301339	通行宝	34.32	2.76	7584956500
SZ301345	涛涛车业	28.99	6.54	23663648000
SZ301348	蓝箭电子		3.75	5582400000
SZ301349	信德新材	136	1.92	5251980000
SZ301353	普莱得	32.24	2.04	2644021000
SZ301355	南王科技	223.6	1.55	2343126100
SZ301356	天振股份	40.99	1.55	4659120000
SZ301357	北方长龙	738.1	9.77	11109840000
SZ301358	湖南裕能	66.84	4.68	57501470000
SZ301359	东南电子	60.6	2.84	2393905900
SZ301360	荣旗科技	510.3	3.07	3553510800
SZ301361	众智科技	43.18	3.4	4165992200
SZ301362	民爆光电	52.29	4.2	10469093400
SZ301363	美好医疗	52.11	3.91	14466394000
SZ301365	矩阵股份	58.56	3.08	5374800000
SZ301366	一博科技	278.9	2.99	6386663400
SZ301367	瑞迈特	25.16	2.03	6038144000
SZ301368	丰立智能	4531	6.46	6269220000
SZ301369	联动科技	282.2	6.26	9467689600
SZ301370	国科恒泰	54.44	1.95	4889534000
SZ301371	敷尔佳	26.91	2.09	11660731700
SZ301372	科净源	83.78	2.26	1784228600
SZ301373	凌玮科技	51.63	4.31	7104922000
SZ301376	致欧科技	17.76	1.89	6435478900
SZ301377	鼎泰高科	182.4	29.87	79113600000
SZ301378	通达海		2.31	3016818000
SZ301379	天山电子	31.85	3.35	4741995100
SZ301380	挖金客	92.81	4.54	3306407200
SZ301381	赛维时代	27.79	2.92	7770604900
SZ301382	蜂助手	52.04	5.04	9327496900
SZ301383	天键股份		2.19	4404271900
SZ301386	未来电器	36.22	2.32	3444000000
SZ301387	光大同创	142.1	3.24	5335225300
SZ301388	欣灵电气	155.1	3.35	3281396600
SZ301389	隆扬电子	134.3	6.26	13919850000
SZ301390	经纬股份	107.6	2.36	2250000000
SZ301391	卡莱特	349.3	3	6232971600
SZ301392	汇成真空	451.7	14.66	10632000000
SZ301393	昊帆生物	42.45	2.39	5617080000
SZ301395	仁信新材	89.24	2.47	3815180400
SZ301396	宏景科技	164.2	18.26	23532705000
SZ301397	溯联股份	32.83	2.26	4436392600
SZ301398	星源卓镁	88.17	4.72	5298720000
SZ301399	英特科技	156.8	3.51	4605147800
SZ301408	华人健康	32.54	3.24	6800170000
SZ301413	安培龙	116.4	9.07	11351653000
SZ301418	协昌科技	122.5	1.67	2699400000
SZ301419	阿莱德	67.15	4.93	4677600000
SZ301421	波长光电	277.7	7.99	9540949100
SZ301428	世纪恒通	53.91	2.69	3422746700
SZ301429	森泰股份	40.36	1.71	2332480600
SZ301439	泓淋电力	31.91	2.05	6073879200
SZ301446	福事特	43.76	3.29	3879200000
SZ301448	开创电气		5.87	4007226000
SZ301449	天溯计量	38.33	4.17	4751739200
SZ301456	盘古智能	53.77	1.97	4346437100
SZ301458	钧崴电子	59.14	5.44	9002667800
SZ301459	丰茂股份	34.71	3.15	3931639900
SZ301468	博盈特焊	111.5	2.74	6189517100
SZ301469	恒达新材	38.06	2.02	2784617600
SZ301479	弘景光电	40.75	6.13	7858307900
SZ301486	致尚科技	89.86	7.48	19555651000
SZ301487	盟固利	870.4	4.98	9389963800
SZ301488	豪恩汽电	137.7	8.76	11702400000
SZ301489	思泉新材	157.3	12.29	13314697600
SZ301491	汉桑科技	30.22	3.01	6299070000
SZ301498	乖宝宠物	29.84	4.56	20412101000
SZ301499	维科精密	76.99	3.14	4075753400
SZ301500	飞南资源	40.52	2.31	10823195600
SZ301501	恒鑫生活	22.26	2.66	5487090000
SZ301502	华阳智能	74.38	2.93	2439178000
SZ301503	智迪科技	27.19	2.62	2794400000
SZ301505	苏州规划	114.2	2.6	2527095800
SZ301507	民生健康	32.74	3.08	4995326200
SZ301508	中机认检	43.17	3.21	6545166500
SZ301509	金凯生科	35.63	2.23	4913019600
SZ301510	固高科技	201.7	8.52	12000300000
SZ301511	德福科技	276.5	6.04	24551042000
SZ301512	智信精密		2.35	2368536300
SZ301513	尚水智能	0	0	--
SZ301515	港通医疗		1.87	2277000000
SZ301516	中远通		4.2	5423157900
SZ301517	陕西华达		6.21	8321080600
SZ301518	长华化学	56.08	3.5	5687858000
SZ301519	舜禹股份		1.64	2287246700
SZ301520	万邦医药	63.5	1.85	2803333300
SZ301522	上大股份	113.6	6.13	11594802700
SZ301525	儒竞科技	36.77	2.02	6571644000
SZ301526	国际复材	116.9	5.18	42535504000
SZ301528	多浦乐	79.4	2.51	3837181000
SZ301529	福赛科技	68.2	7.1	9699438200
SZ301533	威马农机	64.18	2.73	3096661100
SZ301535	浙江华远	80.64	7.37	8488870600
SZ301536	星宸科技	92.6	8.82	28554338000
SZ301538	骏鼎达	30.22	4.12	5895680000
SZ301539	宏鑫科技	48.1	3.43	2797200000
SZ301548	崇德科技	41.69	3.76	5672400000
SZ301550	斯菱智驱	191.1	19.41	35620976000
SZ301551	无线传媒	38.9	4.4	11260281500
SZ301552	科力装备	21.72	3.08	3549056000
SZ301555	惠柏新材	36.95	2.65	2972833100
SZ301556	托普云农	57.38	7.07	6984432000
SZ301557	常友科技	55.54	4.17	4213235500
SZ301558	三态股份	149.5	4.68	6350252300
SZ301559	中集环科	84.69	2.09	9546000000
SZ301560	众捷汽车	54.31	4.53	4442048000
SZ301563	云汉芯城	80.46	7.28	8738580500
SZ301565	中仑新材	94.11	3.48	8384209600
SZ301566	达利凯普	46.01	5.39	7748193700
SZ301567	贝隆精密	125.7	3.95	2954880000
SZ301568	思泰克	43.42	4.66	4853144800
SZ301571	国科天成	55.68	5.56	11337923100
SZ301575	艾芬达	30.05	2.81	3862881900
SZ301577	美信科技	187.1	3.73	2841361500
SZ301578	辰奕智能	94.04	2.89	2689017900
SZ301580	爱迪特	39.53	3.58	7459517600
SZ301581	黄山谷捷	53.54	3.56	3572800000
SZ301584	建发致新	37.28	5.5	11425344400
SZ301585	蓝宇股份	45.36	2.98	2872480000
SZ301586	佳力奇	61.94	2.75	3507374500
SZ301587	中瑞股份	118.4	1.99	3969017400
SZ301588	美新科技	69.32	2.81	2624600000
SZ301589	诺瓦星云	24.92	3.86	14794453000
SZ301590	优优绿能	41.92	3.56	6922785900
SZ301591	肯特股份	44.07	3.87	3470791200
SZ301592	六九一二		9.06	7940100000
SZ301595	太力科技	99.19	6.76	6095081200
SZ301596	瑞迪智驱	46.84	5.83	4952469000
SZ301598	博科测试	33.22	3.65	3453733200
SZ301600	慧翰股份	58.9	8.48	10670804100
SZ301601	惠通科技	107.7	2.54	3225420800
SZ301602	超研股份	71.66	6.53	8498060000
SZ301603	乔锋智能	25.39	3.64	8709211200
SZ301606	绿联科技	39.86	8.31	28085245000
SZ301607	富特科技	37.58	6.02	6861810600
SZ301608	博实结	30.03	3.42	7225098100
SZ301609	山大电力	67.4	6.37	7847558400
SZ301611	珂玛科技	129.6	24.47	42252760000
SZ301613	新铝时代	26.38	4.07	6464225600
SZ301616	浙江华业	15.37	2.6	3708800000
SZ301617	博苑股份	41.24	4.31	7283380000
SZ301618	长联科技	93.91	4.48	4230221700
SZ301622	英思特	42.39	4.44	6925770500
SZ301626	苏州天脉	149.4	18.03	28399440000
SZ301628	强达电路	56.96	6.38	7315975100
SZ301629	矽电股份	297.8	8.54	9951954800
SZ301630	同宇新材	49.36	4.04	6760000000
SZ301631	壹连科技	26.04	3.07	7678824700
SZ301632	广东建科	75.66	3.1	8559552000
SZ301633	港迪技术	59	3.74	3413184000
SZ301636	泽润新能	60.17	3.94	4248487600
SZ301638	南网数字	130.6	7.38	82225755000
SZ301656	联合动力	48.26	5.51	50957519000
SZ301658	首航新能	128.7	6.2	19587629000
SZ301662	宏工科技	275.4	7.49	10800800000
SZ301665	泰禾股份	23.94	3.34	11731500000
SZ301666	大普微	0	0	--
SZ301667	纳百川	124.9	7.81	9710788400
SZ301668	昊创瑞通	43.41	5.11	5341600000
SZ301678	新恒汇	87.29	7.3	13946919000
SZ301680	固德电材	48.07	4.65	8611200000
SZ301682	C宏明	44.31	2.9	14122820000
SZ301683	慧谷新材	0	0	--
SZ301687	新广益	56.02	5.1	7566433300
SZ301696	三瑞智能	0	0	--
SZ302132	中航成飞	61.95	8.99	1.79164E+11
